0;0;0.0;0.0;-126392.95;-255.0;-241.42007;-252.99843;21287.133;explore_def;2;0.46578342;DEFEAT
0;0;0.0;0.0;-128200.56;-255.0;-239.47314;-251.43134;20131.229;explore_def;2;0.0;DEFEAT
0;1;0.0;31538.172;-137066.22;-255.0;-239.32016;-252.35672;20461.293;explore_off;4;0.0;DEFEAT
0;0;0.0;0.0;-123834.01;-255.0;-233.23708;-252.99606;21222.23;explore_def;2;0.594183;DEFEAT
0;0;0.0;0.0;-127058.06;-255.0;-234.9968;-252.98952;21281.123;explore_def;2;0.35931686;DEFEAT
0;0;0.0;0.0;-128135.34;-255.0;-241.91397;-252.67555;20490.46;explore_def;2;0.29268172;DEFEAT
0;0;0.0;0.0;-128129.66;-255.0;-235.87079;-252.93333;20602.791;explore_def;2;0.0;DEFEAT
0;0;0.0;0.0;-124115.39;-255.0;-236.66801;-252.99738;21144.895;explore_def;2;0.42814776;DEFEAT
0;0;0.0;0.0;-125110.94;-255.0;-231.53665;-252.91254;20824.762;explore_def;2;0.5656899;DEFEAT
0;0;0.0;0.0;-128323.43;-255.0;-232.3019;-252.98454;21019.783;explore_def;2;0.7339146;DEFEAT
0;0;0.0;0.0;-125377.23;-255.0;-237.01524;-252.94304;20841.486;explore_def;2;0.2872859;DEFEAT
0;0;0.0;0.0;-133663.72;-255.0;-238.74359;-252.9976;20963.715;explore_def;2;0.38458616;DEFEAT
0;0;0.0;0.0;-120293.375;-255.0;-237.35915;-251.81647;20193.137;explore_def;2;0.26538986;DEFEAT
0;0;0.0;0.0;-125890.64;-255.0;-237.91734;-252.99054;20973.527;explore_def;2;0.22496568;DEFEAT
0;0;0.0;0.0;-120286.56;-255.0;-233.05833;-252.74854;21182.13;shoot;2;0.13615333;DEFEAT
0;0;0.0;0.0;-125076.88;-255.0;-236.50117;-252.99835;21282.484;explore_def;2;0.3835581;DEFEAT
1;1;22187.484;31662.21;-77774.99;-255.0;-230.617;-228.00835;12071.895;hunt;2;0.0;DEFEAT
0;0;0.0;0.0;-255000.0;-255.0;-255.0;-255.0;24999.982;idle;2;0.75569576;DEFEAT
0;0;0.0;0.0;-122337.28;-255.0;-238.31345;-252.996;21577.684;explore_def;2;0.3342929;DEFEAT
0;0;0.0;0.0;-130638.516;-255.0;-236.64426;-252.99908;20658.137;explore_def;2;0.028162926;DEFEAT
1;1;30371.426;29829.64;-147940.1;-255.0;-239.10825;-252.99814;21580.863;hunt;2;0.0;DEFEAT
1;1;25959.986;28917.934;-42627.953;-132.18277;-102.168724;-104.83876;16525.08;hunt;2;0.0;DEFEAT
